# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,
# Sat Oct  4 03:30:19 2025,,,,,,,,,,,
#,,,,,,,,,,,
# User ID:         navidajayaweera2006,,,,,,,,,,,
#,,,,,,,,,,,
# User preference: archive defaults*,,,,,,,,,,,
#,,,,,,,,,,,
# COLUMN tid:            TESS Input Catalog ID,,,,,,,,,,,
# COLUMN tfopwg_disp:    TFOPWG Dispostion (CP | FP | KP | PC),,,,,,,,,,,
# COLUMN pl_tranmid:     Planet Transit Midpoint Value [BJD],,,,,,,,,,,
# COLUMN pl_orbper:      Planet Orbital Period Value [days],,,,,,,,,,,
# COLUMN pl_trandurh:    Planet Transit Duration Value [hours],,,,,,,,,,,
# COLUMN pl_trandep:     Planet Transit Depth Value [ppm],,,,,,,,,,,
# COLUMN pl_insol:       Planet Insolation Value [Earth flux],,,,,,,,,,,
# COLUMN st_tmag:        TESS Magnitude,,,,,,,,,,,
# COLUMN st_dist:        Stellar Distance [pc],,,,,,,,,,,
# COLUMN st_teff:        Stellar Effective Temperature Value [K],,,,,,,,,,,
# COLUMN st_logg:        Stellar log(g) Value [cm/s**2],,,,,,,,,,,
# COLUMN st_rad:         Stellar Radius Value [R_Sun],,,,,,,,,,,
#,,,,,,,,,,,
tid,tfopwg_disp,pl_tranmid,pl_orbper,pl_trandurh,pl_trandep,pl_insol,st_tmag,st_dist,st_teff,st_logg,st_rad
373453507,FP,2459197.399,15.7925628,2.823,1190,24.617,10.7302,235.608,5600,4.16,1.37
43868600,APC,2459196.637,3.8865992,2.909,590,247.041,10.1263,537.765,4731.6,,5.67
412054152,PC,2460218.773,34.7769296,5.598,1383,511.815,10.2422,362.227,7505.2,4.09,1.96
262435954,PC,2459174.686,2.6473916,2.8595222,568.2994163,871.0969851,10.6827,209.93,5748,4.34,1.1287
167661160,PC,2458442.075,36.8382429,4.9462843,965.1649482,24.2324067,9.354,104.896,5363.1,4.08,1.2099299
201793781,PC,2458354.839,5.9910569,3.4644509,411.3820085,283.6891271,8.4642,75.9529,5711.7,3.84,1.12148
1449756,FP,2459199.593,11.3543085,3.414,2190,115.756,10.8256,470.356,6421,3.98,1.92
262258341,PC,2459193.256,11.994832,3.374,1260,57.2917,10.6675,151.756,5567,4.56,0.86
117938087,PC,2459187.828,14.9315582,4.729,590,41.9664,9.6254,,4779.1,,0.61
219151731,FP,2459249.974,1.4853364,1.302,650,1309.65,10.1217,259.299,6137.7,4.19,1.51
68035559,PC,2459686.112,8.3272872,2.517,2970,63.8466,10.8945,179.127,5632,4.54,0.89
328934463,CP,2459658.812,11.2347982,6.217,4780,262.58,10.9687,397.953,6016.4,4.01,1.72
369376388,PC,2459167.655,1.5411764,1.535,1510,233.78,11.1869,96.5003,4307.3,,0.77
394346745,PC,2459382.604,3.4024655,3.141,14990,695.002,12.8466,646.188,5822,4.3,1.21
139251123,PC,2459066.143,10.7668398,4.2439843,1933.681101,469.63841,10.6292,385.238,5394,4.4,2.3196101
279327604,APC,2459062.945,1.426951,1.3367863,2881.710639,1289.465611,11.2451,215.394,5421,4.6,1.02349
179985715,PC,2458359.542,6.6153188,2.3345844,1341.372022,25.0078015,11.2738,70.6272,4157,4.59257,0.603418
77437543,PC,2459180.691,,7.474737,4407.573531,83.2609761,11.2759,267.648,5459,4.27837,1.17142
80567842,APC,2459205.125,5.92777,2.5599954,12984.53647,1581.265122,11.0233,533.726,8343,4.36705,1.55754
282498590,FP,2459222.255,10.1004307,4.977,13680,260.172,11.6749,421.423,6519,4.22,1.49
123664207,PC,2459225.823,,2.0935301,1704.331371,11.3795177,11.433,93.1416,4242,4.62878,0.652251
282576340,PC,2459210.732,8.3761316,1.976,9060,68.1559,10.7202,152.866,5376,4.49858,0.9
282576340,PC,2459224.849,2.4087648,1.881,590,415.189,10.7202,152.866,5376,4.49858,0.9
33091590,PC,2459208.385,7.795385,1.6941573,2783.912923,4.92634,12.2285,43.0789,3356,4.8711,0.352909
160328683,PC,2459175.521,1.5746828,1.9286406,77503.51008,71.4965163,14.1969,196.683,3273,4.66823,0.579963
97568467,CP,2459205.098,10.655694,7.8236322,2103.657876,997.808531,9.14112,285.289,6715,3.79727,2.49897
263179590,CP,2459204.418,3.7382381,2.975208,1316.462276,790.4759269,10.844,275.265,5938,4.25146,1.2906801
67196573,APC,2459226.41,2.5574812,1.053,1860,639.207,10.7996,233.953,5844,4.33,1.13
184240683,KP,2458355.509,1.6284288,2.368249,13798.67015,1559.476154,11.5464,309.137,5700,4.39502,1.0941
206785987,PC,2459225.954,2.955314,3.031,6470,2541.33,11.619,702.71,7837,4.31121,1.58
134471108,PC,2459203.653,5.3262922,2.2585228,1501.68741,40.1166389,11.6751,93.8832,4066,4.60684,0.658727
52689469,KP,2459202.043,3.1413825,4.4361226,5433.034873,2278.98417,13.6373,1477.98,6534,4.09026,1.73409
124778445,KP,2459203.396,1.6751568,2.2718194,17781.052,1000.567857,13.9819,743.972,5457,4.44807,0.963518
206906112,PC,2459212.614,13.5853506,4.703902,3149.579501,629.3590997,10.6358,508.561,8389,4.29787,1.69485
443127052,PC,2459222.132,2.8972041,1.958,640,470.021,10.7015,282.783,5879,4.09,1.55
393298446,APC,2459211.075,14.9695925,5.832,430,219.916,9.9257,236.243,6456,,1.46
354519019,PC,2458444.789,17.3051476,3.4976316,657.1128437,49.5593572,9.4951,103.454,5824,4.53,0.923281
147430118,PC,2459226.246,1.6951056,3.238,370,6387.13,10.3559,306.597,6796,,1.61
143282930,APC,2459224.69,1.5339665,2.128,470,3012.65,10.7088,446.952,6694,4.02,1.92
224225541,CP,2458357.305,4.9377227,2.1294254,844.8199092,277.7461661,9.3258,99.523,5862,4.51783,0.955756
170103435,FP,2459984.553,1.9785151,1.282,500,514.024,10.0879,204.166,6317,4.35,1.23
124702477,FP,2459226.722,0.7951534,0.912,1920,2195.21,10.9539,523.867,6811,4.02,1.96
124491883,PC,2459226.886,2.3933087,5.507,150,6511.62,9.22605,199.337,6393,4.08,1.72
59842822,PC,2459225.861,2.5577037,2.577,530,1478.98,10.0509,258.693,6039,4.03,1.7
317134140,PC,2459215.084,6.3951381,4.047,510,323.891,10.667,173.764,5563,4.45,0.98
123627908,PC,2459227.262,5.9016526,2.417,2450,826.195,10.1083,281.448,6127,4.02,1.74
295947393,APC,2459252.876,5.4927168,7.906,5290,14464.4,9.9552,545.079,9623,4.08,2.37
48178229,FP,2459225.684,2.6788253,2.49,350,1476,10.0386,403.768,6863,3.93,2.19
96925186,PC,2459976.019,6.8979432,3.401,550,239.133,10.2282,160.825,6016,4.49,0.99
47720259,PC,2459226.575,6.9551801,2.062,770,38.0097,10.2807,81.856,4742,4.57,0.75
237924601,APC,2460041.402,1.0021853,0.5001924,2319.997232,1409.402083,11.7497,190.596,5071,4.48308,0.874822
177414713,PC,2459225.974,2.0944084,4.133,320,3407.6,9.859901,87.4053,5298,4.62,0.77
72556406,APC,2459227.249,5.563087,4.533,2520,494.188,10.8218,341.347,5491.4,3.85,1.72
148883384,PC,2459223.891,2.0988541,4.365,350,2840.05,9.1239,84.5017,5531,4.45,0.97
443213925,PC,2459225.085,4.6410823,2.849,660,344.881,10.1424,166.257,5809,4.36,1.12
169249234,CP,2459527.432,7.1858029,4.2542613,11192.49952,210.609,12.1772,438.842,5758.3,4.3,1.19
149601126,CP,2459174.013,23.3418536,6.4129373,6473.602151,16.3642505,13.4006,395.398,4944,4.51,0.824284
149601126,CP,2459074.031,49.2445599,6.5807145,15606.46149,6.0478205,13.4006,395.398,4944,4.51,0.824284
380836882,PC,2459381.868,8.011385,5.197,7890,429.98,11.0586,302.145,5923,4.25,1.29
126572546,PC,2459989.812,2.3018922,3.706,1260,4411.81,11.1673,743.085,6919,3.54,3.45
83154030,PC,2459331.447,11.7248927,5.928,8540,206.968,12.9363,513.431,5980,4.56,0.91
269333648,CP,2458538.517,,8.943,4240,70.9731,10.6693,296.271,5822,3.97,1.75
322063810,PC,2458355.623,3.5104148,2,308.8285985,64.709886,9.3626,30.8431,4020,4.438,0.639371
52059926,PC,2458350.181,,4.646,21624,4.48015,12.7296,216.581,4490,4.55,0.74
262843259,PC,2460158.315,8.1484094,3.168587,13497.60712,91.987019,12.4329,314.693,5320,4.52,0.873132
20579360,PC,2459311.204,16.7224532,4.223,11640,44.9403,12.646,363.49,5560,4.54,0.88
418012030,PC,2459682.186,6.6857865,2.896,6690,171.835,11.6417,368.409,6144.3,4.4,1.13
219332978,PC,2458346.575,,8.475,5180,174.059,10.8209,392.929,6421.5,4.12,1.64
204698337,PC,2458576.764,16.4452725,3.038,11810,17.053,12.7024,343.587,5278,4.51,0.88
20299658,PC,2459191.6,31.9919595,8.8239957,13054.05472,25.6823585,12.7022,631.951,5780,4.438,
399967279,CP,2459475.467,94.0997954,4.8738442,20525.12011,7.444474,12.0294,184.986,4696.7,4.54,1.0143
443115574,PC,2459226.242,2.9103781,3.606,1480,4501.88,10.597,906.746,7340.8,4.09,3.5
201508515,PC,2459202.613,0.985586,1.5285482,1343.338776,4763.421579,11.5606,386.525,5799.4,4.11,1.38013
49687222,FA,2458360.073,20.186539,1.866565,1006.041833,55.7433174,9.8343,133.3143,6101,4.48196,1.01859
354518617,PC,2458480.944,12.7187255,3.1582562,1144.178907,12.2599233,8.2731,19.1419,4036.3,4.65,0.661076
354518617,APC,2459223.146,22.0819969,3.073,1019,5.94816,8.2731,19.1419,4036.3,4.65,0.66
31054498,PC,2459199.006,1.4118418,2.702,520,11077.2,9.9048,737.809,7839.6,4.13,3.52
431971818,PC,2459963.883,4.1133928,2.7670768,24315.26529,395.7513853,14.9801,4625.12,5780,4.438,
270604417,CP,2459233.347,7.5427509,6.4481914,3098.306666,741.7962608,10.8165,426.798,6349.8,4.11,1.86619
341419787,FP,2459230.853,21.0689935,3.7404027,3392.770075,194.5380096,10.7607,377.872,5441,4.41,1.98859
149845414,CP,2458522.514,7.9940367,4.271047,404.6194381,258.8217348,8.90594,107.118,5846.29,4.26525,1.25324
388089437,APC,2459578.592,2.1811989,0.428,2300,149.461,11.8215,515.356,6125.96,4.17403,1.46
444013020,KP,2459228.794,2.3114203,2.7479753,14975.19867,957.0053443,11.302,273.703,5785.79,4.39543,1.07008
350293646,KP,2459985.304,8.5234958,2.444,18942,34.6952,10.0471,100.588,5238,4.54438,0.84
350293646,CP,2459985.332,1.4468993,0.779,549,1452.18,10.0471,100.588,5238,4.54438,0.84
80711765,PC,2459230.289,4.8580501,5.7405699,11067.0819,1349.901787,11.732,970.123,8303,4.438,
204317710,KP,2459090.083,2.8126485,2.8737522,13994.06254,614.5934084,13.7426,745.116,5700,4.39704,1.00957
294500964,FP,2459966.572,9.0702531,1.9063647,3806.195338,110.6280815,10.7757,182.937,5509.1,4.52,0.916742
6276559,PC,2459244.806,5.436841,2.335,2660,560.394,11.7664,730.421,7980,4.37685,1.49
31515092,PC,2459230.693,2.3701119,1.8215643,2049.026346,122.1390568,11.8762,102.256,4007,4.56359,0.684741
238542895,PC,2459232.132,8.3848067,4.5181283,11925.64176,181.6699451,11.8225,339.025,5757.5,4.29,1.02264
144043410,FP,2459230.662,6.2636501,5.3639991,7043.278481,1453.009343,10.5484,483.922,6969.2,4.17,2.04438
155491828,FP,2459233.496,16.0475029,3.334,13630,46.0707,11.1169,441.932,6337.5,,1.6
468981993,APC,2459966.963,8.0149323,4.6198374,4426.468912,320.0737304,10.7003,277.281,5886.2,4.25,1.3302799
269400980,PC,2459238.559,9.8302309,4.0164674,5116.722044,1527.887321,11.2047,797.474,6683.6,,2.86532
283307274,PC,2459233.128,17.7859152,4.2520718,6535.866428,99.4145767,11.6919,400.905,5834,4.25,1.38395
441453629,PC,2459060.082,4.2002507,2.627,25670,236.94,13.1141,502.887,5709.9,4.53,0.91
92226327,KP,2458399.929,24.7373412,2.069051,6560.492087,0.1439176,11.2991,14.9861,3131,5.05701,0.215535
92226327,KP,2459141.1,3.7779418,1.4759325,3469.450739,5.7174182,11.2991,14.9861,3131,5.05701,0.215535
441155146,PC,2458348.919,3.5511203,2.634,19660,258.816,13.5328,594.274,5321,4.42,0.98
422385684,PC,2459852.046,2.7754004,3.142,8510,966.571,12.1504,581.074,5905,4.05,1.62
420177051,PC,2459770.739,4.0483695,2.896,12060,413.846,12.5945,587.158,6054,4.3,1.24
387409975,PC,2459828.802,5.0182311,2.301,16210,112.463,13.3848,501.58,5487,4.41,1.02
334482103,PC,2459501.94,3.7257237,2.38162,8787.479554,553.4075728,12.4683,486.785,5698,4.33,1.1429501
321086563,PC,2459966.257,3.9704457,3.7793044,3689.478136,1506.436563,12.3642,801.435,5840,3.9,1.89732
284679064,PC,2459609.378,4.2102425,2.9567547,9271.062812,155.5183712,13.0599,343.975,4927.6,4.52,0.816613
258920431,CP,2459390.753,5.9839451,5.3886513,3826.43755,632.2914999,11.7489,504.775,5609,3.96,1.71761
257067559,PC,2459251.584,3.4843271,3.522,10320,1741.71,12.104,751.206,7250,4.26,1.57
248655556,PC,2459174.66,13.1147744,4.318,3890,95.9399,11.1769,317.912,5496.1,4.04,1.54
200723869,CP,2459121.27,18.3877081,6.405153,1191.028319,211.2844875,7.0286,76.9028,6382.7,4.05,1.76557
239816546,CP,2459500.741,2.9887654,2.9847247,15493.94904,690.1555373,11.9775,361.857,5639,4.34,1.12141
239638934,FP,2458760.818,6.0027375,4.164,6100,475.015,10.5284,184.514,5633,,1.08
234489133,PC,2459247.433,3.5985851,4.015,6710,1318.02,13.258,1038.2,6303,4.21,1.45
160037058,PC,2459080.878,4.5815438,3.367,19550,290.593,13.1657,593.937,5525,4.37,1.07
159332859,PC,2459760.399,4.4817684,2.186,21180,277.661,12.881,834.038,6734,4.41,1.25
142784687,PC,2459603.65,3.1711207,3.6276575,8504.680587,1369.151361,13.152,928.149,6140,4.18,1.45618
115453244,PC,2459544.238,3.8229149,3.171,11780,598.34,12.2323,430.46,6166.4,4.34,1.21
112316665,PC,2459252.522,3.7494409,2.452,4860,1186.51,11.5955,786.59,7899,4.16,1.89
104986789,PC,2459911.48,3.4580018,2.6231719,10218.25584,1028.485592,10.5863,285.53,6427.8,4.35,1.2663
103751498,KP,2459600.117,3.7146478,3.835,12620,698.148,10.9101,281.498,5783,4.21,1.32
350445771,FP,2458326.804,3.1901569,1.8262867,3648.244246,2876.295127,11.0932,530.555,6474.57,4.26363,1.98958
102713734,CP,2458839.453,3.397862,4.502,9960,2031.47,10.8064,379.253,6590,4.05,1.83
37862966,PC,2459192.544,3.5838508,3.085,12480,409.771,12.9754,515.179,5450,4.35,1.08
21279791,PC,2459772.286,3.0183134,2.78,8960,388.439,12.4848,348.135,5238,,0.93
7548817,CP,2459735.896,4.52074,4.175,8520,713.859,12.0453,566.189,6050,4.14,1.49
458641144,PC,2459245.295,4.6965638,3.056,12380,459.903,12.731,840.101,6502.7,4.25,1.43
62530991,FP,2459986.942,4.0266483,2.312,754,213.735,9.8961,89.409,5276.5,4.6,0.78
458647887,PC,2459242.41,9.5835608,2.405,1150,372.192,10.505,336.733,5781,3.89,1.91
68007716,CP,2459244.752,5.4566563,3.783,4160,381.078,10.9657,373.675,5674.8,4.04,1.72
284418751,PC,2459962.851,3.587158,1.23,3120,177.312,10.6713,413.058,6495.7,4.26,1.75
157698565,CP,2459973.64,61.6277,6.401,8878,21.7464,10.7211,200.273,5581,4.16,1.07
12862099,KP,2458386.578,2.4238226,2.2484015,16167.17837,549.914052,12.3993,364.512,5410,4.47919,0.93
234832821,PC,2459226.458,0.7460577,1.754,240,6994.61,9.47351,139.151,6162,4.4,1.13
229285649,FP,2459544.882,8.493027,3.733,20750,246.718,10.7669,316.228,6287,4.23,1.41
284122875,PC,2459226.215,3.4559382,4.21,2840,733.721,10.871,592.714,9290,4.08,
258983679,PC,2459226.38,1.4711386,1.677,839,1889.26,10.3513,436.802,6514,3.88,2.19
229167359,PC,2459227.018,2.682814,0.987,1080,852.855,10.2626,1295.5,8528,,5.28
151284882,APC,2459547.609,3.817421,2.47,1000,529.596,10.7212,212.383,6033.7,4.47,1.02
37089434,APC,2459220.287,16.2709828,1.835,5870,5.83182,10.9058,127.734,4811,4.45,0.87
220139435,PC,2459221.281,3.6039259,3.737,940,1930.96,9.536,457.178,7080,3.67,3.05
12036590,FP,2459226.801,5.73436,1.146,17740,19.8561,10.9766,107.256,4405,4.41,0.86
235333495,PC,2459219.626,4.1554362,6.088,1020,2704.62,10.9402,836.394,6352,3.44,3.53
37749396,CP,2458392.294,13.4758478,2.0643913,708.9461601,10.1837519,8.4991,20.1852,4111,4.6461,0.618173
234160911,PC,2459216.75,5.3376282,2.143,2060,63.1216,10.276,380.422,4825,,3.5
456844391,PC,2459246.209,6.0210332,2.211,7500,635.657,10.8943,641.596,7668,,1.93
191928543,APC,2459991.063,7.234064,6.0205683,10621.87355,827.0806334,11.83,622.34,6770,4.11942,1.73783
176772671,PC,2459255.822,1.3326579,1.5960595,37285.60908,195.7065144,13.8995,,3947,4.65587,0.594491
189625051,KP,2460720.075,4.9088819,5.5607357,5548.827963,1882.902121,12.487,1080.15,6606,3.93691,2.09179
146776480,APC,2459978.594,20.6006151,1.4716288,12106.67022,3.4585595,10.4767,36.2852,3821,4.74216,0.494575
355800238,PC,2459330.684,1.4509175,1.123,7270,2374.67,11.7785,442.105,6472,4.37386,1.24
149539158,FA,2459256.971,2.2338786,3.0400001,318.9211436,3165.18533,9.1251,176.841,6422.3,4.10848,1.65992
269850928,PC,2459965.829,4.724665,4.3082924,6163.288931,729.5242428,13.2247,884.523,5385.7,4.4,1.5727
308883808,APC,2459988.534,1.1645141,1.648221,1828.511982,3483.400761,11.4514,347.307,5979,4.29665,1.23369
63898957,CP,2458383.916,3.3639254,3.3430495,422.0610761,874.7955667,9.03971,114.495,5890.3,3.92,1.28018
63898957,CP,2458389.727,13.0393586,4.9218325,625.5995687,243.5260946,9.03971,114.495,5890.3,3.92,1.31383
268914377,FP,2459229.716,2.1538959,2.1776943,96363.09266,31.4140709,15.8953,296.761,3148,4.75166,0.483749
234282389,FA,2458352.485,0.7320175,2.577,4520,8999.57,13.5294,541.431,5458,4.4,0.81
149572298,PC,2459379.018,13.3572104,4.947,29950,158.626,13.2303,636.656,6636.1,,1.12
52315301,PC,2460155.218,15.2010859,8.2467072,35221.1348,87.587938,13.1488,683.482,6042,4.43,1.0687701
263075864,PC,2459037.589,4.8103214,3.1996589,16651.53993,374.9720646,11.457,315.469,5860.3,4.3,
38965512,PC,2460156.176,2.2687617,2.834542,13217.81243,949.2189656,13.2052,639.15,5690,4.38,1.0785
273850708,PC,2460154.916,1.8531628,2.019,34220,672.909,13.426,401.511,5355,4.46,0.68
260537454,PC,2459387.594,6.3187442,3.504,28370,139.993,13.1982,467.32,4961,4.43,0.98
231076038,PC,2459382.783,8.2500143,3.317,2250,1610.36,12.0635,766.74,7386.5,4.2,1.59
31943299,PC,2459331.035,12.4724734,3.649,23020,30.1565,13.2834,377.66,4966,,0.79
70513361,CP,2459136.576,11.1452784,1.3947705,566.2736451,56.9132658,8.1345,43.932,5302.58,4.53515,0.848675
394346647,PC,2459370.157,10.3558635,3.548,18740,102.964,12.9873,662.246,5896,4.27,1.26
388202128,PC,2459387.772,2.4125012,1.209,10860,369.1,13.4394,867.586,6190,4.34,1.22
382259755,PC,2459199.804,1.2207037,2.186,25580,2232.93,13.5093,782.496,5991,4.43,1.06
403288821,FP,2459085.612,0.5474737,1.789,1430,5430.93,12.4978,995.741,5073,3.5,2.84
349410350,PC,2459384.356,3.0235362,2.189,26980,203.691,13.4354,390.263,5141,4.6,0.78
308396509,PC,2459963.148,2.1481182,3.9313069,22124.54439,941.0385382,13.2317,843.028,5876,,
300604770,PC,2459963.895,3.4562767,2.3613816,20448.88002,121.8298519,12.6082,192.435,4404,4.52,0.752032
262829328,PC,2459086.276,1.0649771,1.425,14670,1643.06,13.4702,598.582,5427,4.45,0.97
260541432,PC,2459387.885,0.8715953,1.271,6610,4579.31,13.3024,765.238,5969,4.31,1.21
259901731,PC,2460134.412,11.4856846,4.6321783,11370.15131,210.1873793,13.1508,859.725,5893,4.16,1.42198
120916706,CP,2459116.148,0.5568095,0.9712066,45140.53504,235.6927628,15.6198,277.404,3116,5.06043,0.439738
391900348,PC,2460070.81,9.7130596,1.661,3540,54.3894,11.786,517.402,6125.1,4,1.88
140067837,PC,2459065.405,6.6314357,2.5431694,10550.90777,232.9433928,12.4487,454.87,5752.2,4.4,1.07899
231703293,FP,2459085.547,0.907105,1.711,1430,28442.1,12.4537,540.632,6164,4.4,1.13
386131764,PC,2459229.362,18.1960491,4.8596477,2203.324531,1455.471934,11.6886,746.036,7811,4.25974,1.67013
318812447,PC,2459147.134,,4.8897805,2801.224759,51.2659437,10.9648,155.755,5349.16,4.438,0.95524
358557578,PC,2459287.994,7.4547813,7.1681685,2508.586284,1902.755078,11.2581,792.01,6502,3.65751,2.8327301
119925436,PC,2459280.998,3.1054901,4.8079092,6155.775098,2621.020133,10.9786,502.342,7176,4.13,1.90224
349408306,APC,2460014.399,0.152076,0.5,105147.4656,12751.71145,15.8445,874.657,5780,4.438,
458342769,PC,2459282.149,3.9299344,1.2628875,2252.035492,420.5738761,11.1671,647.694,5780,4.438,
98753307,PC,2458584.386,15.3281169,4.1138054,30096.53399,49.0176948,14.3693,858.145,5417,4.46174,0.943467
122612091,KP,2459168.126,2.21674,3.604,4580,2007.96,10.4614,434.754,6250,3.98811,2.66
135036669,PC,2459307.401,0.9112206,2.003082,71047.56397,40.9351669,15.709,131.444,2999,4.95462,0.274907
162802770,CP,2459283.404,4.880964,1.6120362,3385.552686,626.1274546,11.1897,344.045,6309,4.32298,1.27132
448589187,KP,2459304.823,3.0652926,2.606,11240,649.429,12.3077,539.36,6229,4.34122,1.22
152852327,KP,2459562.25,9.1720535,7.169,580,293.374,11.0295,609.818,4933,4.438,3.79
385332171,APC,2459300.317,9.7439744,1.9764395,6711.059057,93.2116922,10.9206,235.146,5383,4.438,0.983025
372818426,PC,2460014.423,1.4436706,2.134,43370,964.415,12.3956,360.674,5465,4.47,0.94
349966879,APC,2460068.864,0.3125737,0.526,4540,4234.06,13.1875,389.119,5202,4.53,0.84
234527228,PC,2460155.041,0.5136096,0.7873882,3098.804911,8342.965128,13.5231,792.816,5270,4.14,1.33222
231833236,PC,2460157.433,4.773751,1.7107074,11156.34962,520.1148845,13.3316,815.182,5904.3,4.28,1.2413
230980206,PC,2458377.754,3.375591,3.489,11630,1112.75,12.4752,626.504,6408,4.38,1.22
159951311,KP,2459169.575,5.9242661,2.8894449,11796.33036,120.7076171,11.7276,212.472,5310,4.59604,0.846671
453100296,PC,2459964.819,2.229735,2.044445,6708.444115,1760.695769,13.4404,870.557,5913,4.2,1.37479
29830212,FP,2459349.975,7.3164282,2.235,37130,49.3074,13.3994,396.637,4884,4.5,0.83
372852036,PC,2459963.694,2.484912,1.686,7950,1044.33,13.3074,860.552,6240.8,,
149394317,APC,2460041.746,0.9270535,1.011,1640,1270.74,12.208,488.621,6317.3,4.31,
200805484,PC,2459168.072,2.967599,1.688,10410,75.0167,13.0725,248.964,4396,4.52,0.76
166851829,PC,2459132.354,4.7277153,2.5,4000,193.697,13.2854,617.763,5601,4.39,1.05
231065398,PC,2458392.686,7.7898378,3.095,11390,77.3001,13.5011,488.29,5091.5,4.48,0.85
160004025,PC,2459164.312,2.7985528,2.459,12220,406.289,13.4765,674.476,5416,4.33,1.09
31634579,PC,2460135.331,8.8759249,3.8366417,25757.06882,141.6296114,13.4228,666.807,5528.3,4.38,1.02337
147456499,PC,2459140.202,1.2558789,1.795,22260,681.251,12.7331,328.18,4926,4.43,0.91
164767175,CP,2458382.334,10.7510107,2.943424,638.0928566,90.8412638,9.45661,101.694,5784,4.438,0.918917
164767175,CP,2458392.105,6.19132,3.4164,345.240264,219.1278279,9.45661,101.694,5784,4.438,0.929557
372817671,PC,2459190.296,5.0183771,3.218,2500,187.484,12.1651,630.124,5011.2,4.49,2.15
144125079,PC,2459168.64,3.6257584,2.814,10450,377.929,13.0533,635.045,5606,4.3,1.17
423672208,PC,2458401.914,3.790687,2.958,15240,417.971,13.4675,640.511,5542,4.41,1.02
423666115,APC,2459140.933,0.58228,0.691,3170,1871.39,12.7147,730.972,6288,4.29,1.32
277871306,FP,2460277.924,3.9602774,0.884,6193,149.866,10.1483,156.291,5863,4.43,1.04
186936449,PC,2460009.765,2.8456505,2.556,2681,758.965,10.3716,222,6112,4.27,1.3
170889511,APC,2459259.141,,1.445,22040,21.4281,6.9887,32.6024,5212,4.3,1.11
348684813,FP,2459976.897,7.7517472,3.761,861,123.828,9.6732,454.873,5133,,4.75
192076548,PC,2459279.678,1.1159326,1.013,840,1667.72,10.1782,314.451,6859,4.16,1.68
348835438,CP,2459985.604,6.203496,5.715,810,375.554,9.9917,393.443,4859,,3.98
166836920,KP,2458382.208,5.7525797,5.4071598,5284.952571,828.8267593,8.93,158.66,6180,4.11766,1.70927
190721237,PC,2459994.198,12.9281223,3.9850989,4105.170525,154.407415,9.5986,171.703,6332,,1.39271
190081497,FP,2459991.73,3.1630387,4.661,1130,17348.8,10.3364,233.793,6187,4.26,1.34
129372561,APC,2460698.46,10.7189647,3.9269424,7404.305981,1054.281269,10.6734,625.01,7830,4.07,2.0715599
1018843,PC,2460011.626,1.9126596,2.178,372,943.042,8.8448,98.3018,5601.4,4.24,1.24
434496663,APC,2459291.691,7.2972359,0.827,3780,14.5303,10.185,370.146,6433,3.91,2.1
179033846,FP,2459197.209,1.476869,1.451,2670,7685.32,11.7919,523.999,6712,4.28,1.37
420016507,PC,2459168.079,3.4082154,3.901,10060,1192.31,12.7082,840.941,6231.4,4.11,1.59
398736713,PC,2458429.573,6.4967452,1.8,4930,160.453,10.8489,230.6234,5186.9,,1.53
354517490,PC,2459221.39,3.4523955,1.624,13260,139.443,13.4391,602.385,5614,4.49,0.94
323295908,PC,2459169.163,3.8539027,2.906,14520,374.407,12.4453,403.17,5805,4.52,0.93
219253008,PC,2458385.127,5.066175,6.2992409,1350,311.3397198,10.0733,320.497,5868,3.57327,2.17
219366908,FP,2459199.017,0.6293198,1.129,3730,2516.29,12.653,344.16,5508,4.63,0.79
209408136,PC,2459164.002,3.1292868,1.545,7430,400.405,12.1692,547.103,6078,4.25,1.32
200803270,PC,2459139.377,2.5981987,1.412,14260,233.319,12.6795,414.029,5516,4.49,0.93
200320748,PC,2459197.662,1.5292851,1.167,2800,623.678,12.4435,573.731,6295.5,,2.21
161568891,PC,2459195.184,2.4756487,2.461,4370,321.692,13.2964,330.145,4633,4.5,0.8
161479081,PC,2459197.749,3.4711465,1.606,10070,148.699,13.322,645.065,5593,4.39,1.05
159989004,PC,2459169.866,3.5746058,1.153,6040,127.934,12.9852,861.62,6257,4.25,1.37
155993822,PC,2459164.974,4.0944492,4.233,5890,711.268,12.4052,634.2,5650,4.03,1.6
98728690,PC,2459165.77,2.1415519,2.989,1060,1363.83,11.3437,350.687,5530,4.08,1.48
92363023,PC,2459164.871,3.4180406,2.242,5200,201.62,12.6443,315.805,5001,4.46,0.89
220479565,CP,2458381.846,3.6977167,0.9308263,4755.670729,19.1944226,12.2958,57.0225,3607,4.438,0.397924
92359852,PC,2459167.712,4.1549988,2.873,13830,,10.732,,,,
71345362,PC,2459167.795,3.8821916,3.126,2670,1093.46,12.5728,374.763,5283,,0.95
38399060,PC,2459163.769,3.6506781,2.79,20370,273.621,13.3717,472.632,5343,4.55,0.84
30016082,PC,2459167.861,1.3225635,1.683,13750,825.226,13.3201,537.182,5388,4.44,0.97
146467673,APC,2459198.069,1.6375324,1.665,11120,437.581,12.575,451.486,5095.6,,
140284353,APC,2459226.436,0.5566811,0.473,3250,634.993,13.0494,,5200,,1.7
