# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,
# Sat Oct  4 03:30:19 2025,,,,,,,,,,,
#,,,,,,,,,,,
# User ID:         navidajayaweera2006,,,,,,,,,,,
#,,,,,,,,,,,
# User preference: archive defaults*,,,,,,,,,,,
#,,,,,,,,,,,
# COLUMN tid:            TESS Input Catalog ID,,,,,,,,,,,
# COLUMN tfopwg_disp:    TFOPWG Dispostion (CP | FP | KP | PC),,,,,,,,,,,
# COLUMN pl_tranmid:     Planet Transit Midpoint Value [BJD],,,,,,,,,,,
# COLUMN pl_orbper:      Planet Orbital Period Value [days],,,,,,,,,,,
# COLUMN pl_trandurh:    Planet Transit Duration Value [hours],,,,,,,,,,,
# COLUMN pl_trandep:     Planet Transit Depth Value [ppm],,,,,,,,,,,
# COLUMN pl_insol:       Planet Insolation Value [Earth flux],,,,,,,,,,,
# COLUMN st_tmag:        TESS Magnitude,,,,,,,,,,,
# COLUMN st_dist:        Stellar Distance [pc],,,,,,,,,,,
# COLUMN st_teff:        Stellar Effective Temperature Value [K],,,,,,,,,,,
# COLUMN st_logg:        Stellar log(g) Value [cm/s**2],,,,,,,,,,,
# COLUMN st_rad:         Stellar Radius Value [R_Sun],,,,,,,,,,,
#,,,,,,,,,,,
tid,tfopwg_disp,pl_tranmid,pl_orbper,pl_trandurh,pl_trandep,pl_insol,st_tmag,st_dist,st_teff,st_logg,st_rad
143994382,PC,2459991.385,4.5425274,2.92,8670,818.029,12.5368,686.445,7333,4.45,1.28
26305150,PC,2459992.314,4.21909,4.9314032,3393.775248,1222.564355,12.749,850.137,5367,3.79,2.02385
418971787,FP,2459277.893,1.0638184,3.191,3220,4267.44,13.0246,282.469,4963,4.63,0.73
186541435,PC,2459271.911,7.0465721,2.322,4760,27.9177,12.3056,,4332.6,,
134596619,PC,2459966.24,3.7235407,2.1053503,8088.786102,2131.487051,13.0971,1097.3,7492,4.29,1.54879
132534906,FP,2459277.979,3.0617364,1.947,6620,583.235,12.5874,483.182,6783,4.62,0.98
427352241,FP,2459198.438,1.2667147,1.712,1870,3265.32,9.9955,282.205,6084,4.28965,1.87
332705008,PC,2459269.734,7.6778159,3.492,6370,680.523,12.8901,643.481,5938,4.32,1.19
60377863,PC,2459278.825,21.6091483,6.112,320,103.508,9.4051,125.772,5967,4.36,1.15
74712191,PC,2459304.797,7.2307407,4.646,7940,1009.89,11.8422,603.347,7747,4.39,1.43
74530173,PC,2459303.197,7.2333744,1.118,10550,14.6012,13.2181,428.288,5508,4.53,0.89
70780410,PC,2459991.882,3.9230475,2.559,4600,336.151,13.2372,722.239,5620,4.23,1.28
44514807,PC,2459290.956,7.5872202,1.826,4260,76.4611,12.9514,1198.79,6419,3.86,2.21
428685938,FP,2460022.855,14.4896397,1.898,40070,1.21746,14.379,119.474,3376,4.87,0.35
35972578,PC,2459304.812,1.8881146,2.761,9030,2630.38,13.1051,849.5,6309,4.23,1.42
262499797,FP,2459963.284,1.7509117,1.4130673,70067.10137,46.5314175,14.8083,193.977,3333,4.79,0.443812
152467154,PC,2459291.243,7.1878971,3.321,11430,287.355,13.1012,434.224,5144.9,4.4,0.97
260708537,CP,2460204.282,1.7447031,1.066,160,107.262,9.36854,15.2142,3445,4.85243,0.43
335590096,CP,2459304.246,1.5229985,1.196,58060,37.1159,13.7726,80.1423,3237,4.87,0.35
71341774,PC,2459299.869,3.4321678,5.115,1950,2393.6,12.3349,946.232,6176,3.82,2.22
322807371,CP,2459287.603,,5.513,10056,172.857,11.6707,238.377,5427.9,4.49,0.91
143032776,PC,2459289.282,12.4856615,2.538,67270,3.28873,14.667,184.734,3473,4.78,0.45
48274889,PC,2459990.593,5.2410982,1.188,5660,53.3051,13.0585,672.022,6119,4.4,1.12
143059017,APC,2459303.402,1.2655205,1.344,6380,583.776,13.4804,803.063,5243,4.1,1.41
35758536,PC,2459302.162,4.1059615,3.688,5250,1015.01,13.157,839.783,6524,4.32,1.32
74484423,PC,2459992.374,2.835273,4.249,3370,5246.76,12.959,948.787,6996,4.1,1.83
362370757,PC,2460014.7,3.5164369,3.119,6640,227.514,12.8007,,4395,,2.57
71221700,PC,2460016.892,3.0978928,1.17,2740,133.067,12.3918,536.765,5962,,
31852980,PC,2460131.495,24.3321784,5.219,520,32.6779,9.8542,,5450,4.40968,1.0083
31852980,PC,2460195.585,7.4144849,3.493,392,220.138,9.8542,,5450,4.40968,
446135868,PC,2459990.186,1.8119168,2.618,5510,2335.94,13.353,643.517,6146,4.54,0.96
168158622,PC,2459988.602,1.7687528,1.471,4140,3371.36,12.7595,853.761,6176,4.12,1.56
310822679,PC,2459302.454,1.7125104,3.465,1810,12427.4,12.6425,1670.56,7938,3.92,2.52
228694725,APC,2459331.381,0.8313018,1.181,1770,1906.13,12.6116,516.417,5983,4.4,1.1
463754499,PC,2459331.968,2.2866856,2.881,3720,5350.8,13.1088,1605.92,8277,3.98,2.41
133512515,PC,2459330.737,9.7929019,3.362,6100,127.221,12.5502,651.686,6322,4.28,1.33
458300989,PC,2459328.15,4.1379542,4.739,2610,,12.5386,810.688,,,
447054140,PC,2459330.373,5.2220526,4.243,4850,896.671,12.2316,713.47,6718,4.15,1.67
144155193,PC,2459330.772,4.728422,1.398,10770,59.5611,13.4358,720.203,5655.8,4.29,1.18
45465399,PC,2459325.008,5.3763108,2.339,4040,242.224,13.3342,1071.24,6543,4.2,1.53
452866790,CP,2458492.206,1.1979996,0.9682003,1150.31773,58.2602237,11.1972,27.3644,3332,4.91528,0.354529
245099574,PC,2459329.599,3.4717583,3.494,11480,1172.33,12.8382,717.786,6549,4.26,1.43
359735804,PC,2460015.73,4.4158835,4.663,3250,647.404,13.2953,977.09,5306,3.78,2.03
458331312,PC,2459329.594,4.4360402,2.438,7040,410.649,11.2673,408.748,6633,4.29,1.39
446463666,PC,2459328.308,4.4967355,4.218,6290,1127.24,12.9582,907.699,6534,4.2,1.53
80681136,PC,2460015.656,1.5300843,3.1055945,4193.6457,1479.343021,13.351,1102,5951,,
72504752,PC,2459321.242,6.9392854,5.859,14590,,13.3328,691.779,,,
457743020,FP,2459327.582,3.251249,2.123,12040,706.995,12.9004,997.825,6951,4.18,1.66
274911400,PC,2459325.946,5.1873583,5.228,3850,2667.28,12.6039,983.925,7868,4.13,1.96
309292963,PC,2459319.76,9.4185437,4.259,2670,223.026,12.0728,595.898,6243,4.12,1.58
441936163,PC,2460041.259,1.895234,0.868,2470,24.4753,12.6063,,3525,,
455096220,KP,2459250.846,3.6466612,3.9225178,8994.573664,999.6687505,11.8997,506.965,6096,4.21513,1.35672
92004082,PC,2460017.419,3.0471275,3.2974347,8595.287261,2283.147948,11.6042,575.512,6823,4.19,1.60466
458199018,PC,2460016.76,2.4498012,3.9189168,12322.1183,789.7959563,12.8844,1393.25,,,
6010784,PC,2459323.755,4.516649,3.654,6110,509.073,13.2078,849.685,5850,4.17,1.4
441234277,PC,2460021.338,7.3262605,1.786,12150,24.4878,12.6087,,4884.2,,
469333534,PC,2459329.47,3.5611222,2.736,5240,340.982,13.4175,1092.05,5260,,1.76
463365347,PC,2459321.816,8.9641788,1.636,3510,56.781,12.1122,638.197,6956,4.12,1.77
438278301,PC,2459322.429,5.1609259,4.411,4600,1325.48,12.554,837.932,7102,4.23,1.6
81693792,PC,2459329.757,4.3066915,2.149,7630,313.657,13.1546,781.614,6618,4.4,1.23
124235800,PC,2459330.011,2.7652293,1.262,2390,33.0144,11.9277,98.5958,3830,4.62,0.64
376610581,PC,2459331.215,2.3908076,3.28,6010,3793.38,12.4218,951.545,7228,4.15,1.77
455135327,KP,2458491.915,2.8106013,2.2499254,10912.67526,1467.957255,9.93908,213.985,6304,4.35913,1.34004
425508314,PC,2459320.969,7.6650157,5.834,7190,516.192,13.1119,1026.01,6085,4.04,1.68
107017977,PC,2459315.345,16.0462248,2.492,7300,14.0395,12.5306,454.749,5295.9,4.22,1.23
358072664,FP,2459327.067,4.1934945,1.873,2710,137.464,12.8989,727.548,5541,4.01,1.63
457789844,PC,2459331.925,4.9142901,4.595,5270,2462.94,12.3934,854.029,8065,4.27,1.7
464388115,PC,2459331.41,2.4118274,1.722,9250,2090.41,12.5927,1470.83,8765,4.21,1.92
463011281,PC,2459311.217,11.1378464,1.622,5350,18.3455,12.6595,852.832,5809,,1.56
385459345,PC,2459999.634,11.9768241,3.662,6760,84.7541,13.3678,708.385,6059,4.41,1.09
447585233,PC,2459329.177,3.3405202,2.693,3150,361.948,12.9489,604.385,5108.1,,
356835341,PC,2459311.08,19.7112002,5.452,4150,104.142,13.2223,1076.25,6636,4.18,1.59
272211398,PC,2459316.775,11.6484665,5.8782939,6183.967846,243.8397642,10.609,341.382,6496,4.64,1.99518
468987719,KP,2460279.866,3.3326812,3.125,17008,521.877,12.7656,528.825,5645,4.37683,1.11
303327435,PC,2460018.634,5.506691,1.911388,16086.39908,204.5601687,13.467,544.636,5277,4.38,1.01161
303814029,PC,2459332.057,4.4573401,3.75,7447,1527.79,12.7706,999.139,7514,4.3,1.54
219769290,PC,2459327.883,7.4105517,1.856,10640,111.176,13.346,508.676,5546,4.53,0.89
72401290,PC,2459332.199,6.5430693,2.585,3820,53.4345,12.3375,203.601,4689,4.55,0.76
49254857,CP,2459317.273,10.5988743,1.638,12920,18.1082,11.6629,299.89,5809.9,4.42,1.04
440937096,PC,2459991.53,3.3362143,2.121,2130,,11.7211,2147.14,,,
454069765,KP,2459326.618,4.1197036,4.547,2690,1047.58,12.1137,647.595,5848.8,3.96,1.79
317362389,PC,2459356.533,4.7738904,3.304,9170,597.141,11.1646,364.963,6681,4.33,1.35
60859922,PC,2459357.329,6.5329169,3.342,2860,221.525,12.0272,465.792,5698,4.15,1.39
155419920,PC,2459358.159,3.6470909,2.383,9420,369.697,12.9098,804.907,6050,4.09,1.58
17746821,KP,2458493.165,3.1220166,3.5718864,6304.917026,2108.436159,11.3155,515.458,6280,4.08133,1.72958
132611413,PC,2459358.125,2.5245706,3.741,4820,3197.52,12.8127,832.199,6687,4.15,1.66
404227343,PC,2459344.889,3.4975869,1.734,4500,1161.69,12.1004,677.488,6987,,1.69
411943564,PC,2459359.886,7.5492321,5.259,6530,251.146,12.798,610.158,5295.2,,
219181903,PC,2459975.585,12.9175271,4.46,4615,69.9889,12.2607,469.545,5501,4.17,1.34
307099276,PC,2459359.002,3.1467665,3.359,5630,3523.36,13.0029,1196.03,8232,,
399847887,PC,2460045.035,3.9511085,3.436472,13125.9567,833.9339122,13.484,883.572,5933,4.19,1.37614
454828937,PC,2460045.681,6.809144,6.35,1990,1033.51,12.29,880.334,6464,3.87,2.2
376421071,PC,2459359.636,0.8166936,1.234,2890,2102.63,13.1571,1080.6,5951,3.89,1.97
448820344,PC,2459358.786,2.7792649,3.764,3610,4287.92,11.3943,686.164,7544,4.05,2.08
359403471,PC,2459358.086,2.5547255,2.953,5580,2108.75,13.405,494.931,4956,,0.99
19025965,PC,2458493.325,5.944441,2.3016013,2791.427214,56.0528481,11.4479,107.355,4383,4.56546,0.811865
307221757,PC,2459358.243,6.7789159,4.138,2640,310.079,12.0678,413.757,5804,4.33,1.16
296850254,PC,2460047.12,6.7635161,3.079,5690,74.7856,12.129,330.511,4847.4,,
148772620,PC,2459358.598,3.9417247,5.762,2770,1541.06,12.5116,777.484,4900.9,,2.3
35106764,PC,2459354.56,5.3861006,4.62,6440,477.988,12.7116,1187.08,5623.3,,
292797572,FP,2459355.677,2.8013515,5.405,4590,28108.4,12.6554,824.376,7518,4.23,1.67
412635642,PC,2460047.582,17.4219809,4.0812901,11750.83648,99.2524992,11.5845,458.015,6282,,1.36695
68030406,PC,2459358.593,4.7750178,3.64,9470,917.418,13.0936,956.723,7121,4.27,1.53
241638905,PC,2459358.244,5.0414219,6.675,2340,1527.97,12.4864,1030.16,5838,3.66,2.5
457018819,PC,2459357.455,2.913692,2.665,20130,586.602,12.4741,377.703,5816,4.49,0.97
149109125,PC,2459342.286,9.1717558,3.54,5240,328.919,12.1624,972.238,7513.5,,1.08
19519368,PC,2459987.55,1.7018818,1.551,570,400.827,10.0854,89.9559,4985,4.67,0.8
237929468,PC,2459963.746,25.8663869,4.0838781,2612.882741,40.4612445,11.8153,345.659,5418.7,,1.17513
77680373,PC,2459354.639,3.5569996,1.985,18990,68.3964,13.1014,259.563,4440,4.49,0.78
166242494,PC,2459349.6,7.9248476,4.022,3330,283.041,12.5098,562.338,6274,4.35,1.22
418567812,PC,2459352.427,8.0176705,2.714,12290,26.1122,12.998,,4353,,0.78
242190195,PC,2459359.478,4.075051,1.176,9210,77.2131,13.0161,454.335,5674,4.56,0.87
332017079,PC,2459357.97,1.6500255,2.937,14270,9993.06,13.184,650.297,6449,4.44,1.15
319783554,FP,2459357.232,1.819376,2.97,5240,12022.3,12.1164,664.284,7567,4.31,1.53
382975217,PC,2459353.765,4.1400273,3.936,4520,1271.14,11.5362,607.38,6639,4.05,1.85
160476088,PC,2459360.065,0.4722347,1.074,3610,4192.02,13.164,608.062,5827,4.37,1.1
401028336,PC,2459356.99,1.7819156,2.748,12020,3451.71,12.4171,718.588,6955,4.22,1.58
22529346,KP,2459986.211,1.2749246,2.783,18699,6216.41,10.056,269.898,6459,4.24006,1.52
245341495,PC,2459355.717,3.9358604,4.341,4510,2417.15,11.997,776.949,6975,4.11,1.8
448435566,PC,2459357.872,4.1042587,4.642,2790,1000.26,11.8412,585.603,5823,3.89,1.92
400073524,PC,2460041.455,0.6534841,0.988,1970,5084.28,12.547,880.962,7540,4.31,1.53
405571798,PC,2459357.456,2.9590176,2.832,12520,1209.71,13.4571,1022.81,6808,4.31,1.4
147723246,PC,2459352.203,6.6819653,4.357,9100,2766.53,12.69,886.651,10126,4.49,1.51
188865842,PC,2459359.921,3.1409607,1.284,10670,77.0719,13.3356,367.517,4924,4.5,0.83
8005485,PC,2459356.23,5.1087099,1.011,16220,28.5078,13.3624,572.058,5770,4.52,0.93
412485680,PC,2459358.371,4.6622996,3.382,3810,778.408,11.9955,914.534,6870,3.82,2.48
457649900,PC,2458606.971,748.8277169,5.812,2167,0.530165,10.7546,477.519,6713,3.94,2.11
290337456,PC,2459357.533,4.6011828,3.476,11320,545.801,13.3895,911.483,6183,4.21,1.4
88977253,APC,2458492.708,2.767691,1.876437,22690.26335,2360.100039,12.33,791.384,6717.03,4.2,1.54739
329672278,PC,2459357.496,4.0557174,1.615,4240,481.002,10.7133,520.445,6664.3,3.81,2.2
420202798,PC,2460041.883,7.4793374,3.5371419,17147.30512,111.2246815,11.6602,213.073,5078,4.39,0.969314
210681065,PC,2459359.714,2.074205,2.806,8150,4122.6,12.6445,1175.45,6987,,
407827885,PC,2459358.025,2.365766,4.298,5750,661.313,13.1009,,4057.4,,
406443564,FP,2459359.32,1.1167145,1.817,12810,7730.28,13.2364,760.606,6611,4.41,1.22
129890791,PC,2459355.756,7.0857491,5.047,2227,384.263,11.4543,484.805,5353,4.29,1.98
295507430,PC,2460044.772,7.3136902,5.53,1480,425.471,11.9852,738.075,5654,3.58,2.68
243476396,PC,2459359.528,0.5979368,1.018,3760,2472.04,13.2313,821.066,5812,4.18,1.38
253961767,PC,2460070.678,2.2355936,3.8169843,11467.26548,3937.201893,12.5808,781.768,6731,4.11,1.74519
406106335,PC,2459358.241,3.0773658,3.579,5140,2446.41,12.8132,1019.68,7277,4.17,1.75
108645766,FP,2458492.914,2.974175,3.031634,11707.25724,13.8678401,13.2312,56.336,3333,4.94824,0.302
359523751,PC,2460044.303,4.8338813,3.9585267,15572.86557,784.0336903,12.365,583.541,6859,4.4,1.2713701
453942180,PC,2460017.003,7.9674915,3.374,2920,84.3794,11.9736,,5058.2,,
149585119,PC,2459355.969,2.6492703,2.42,10560,560.52,13.1773,677.826,5743,4.25,1.25
397522142,PC,2459354.079,7.9486299,1.29,6340,34.816,10.7271,178.064,5742,4.51,0.93
148478039,PC,2459348.687,10.6006859,3.663,16260,107.932,12.7126,782.916,6303.2,,
304085024,PC,2460014.438,4.4834145,2.363,4810,,12.967,612.156,,,
210629725,PC,2459357.471,3.027103,3.964,6250,1882.44,13.3665,802.781,6275,4.24,1.39
68081952,PC,2459355.339,7.7023687,2.321,27310,44.8696,12.5156,294.629,5333,4.55,0.85
145204443,PC,2459357.614,4.7190303,1.538,6800,292.335,12.2913,719.916,6389,4.07,1.73
311736478,PC,2459354.245,3.6305988,2.303,570,2058.82,10.5895,182.678,5156,4.14,1.31
121338379,APC,2459228.766,0.2750478,0.5251393,703.0554225,34263.97336,9.58094,188.364,6218,4.26662,1.3227299
200435203,PC,2459187.422,16.1565078,1.814,13030,7.84717,12.9331,,5215,,
14029793,PC,2459199.878,0.2097217,0.25,1250,6373.11,12.4813,505.695,6046,4.42,1.08
46627476,PC,2459197.859,2.5665666,3.177,9060,1270.4,13.3495,1068.73,6020,4.09,1.57
80137654,PC,2459219.069,5.7527363,5.075,12970,795.35,13.01,1403.22,5951,,
177391159,PC,2459226.756,3.6748618,4.042,2990,1164.16,12.4373,1211.61,6084.3,,
294315741,FP,2459546.191,3.5678072,2.968,17670,4074.35,13.3162,1421.29,7819,4.24,1.71
5592720,PC,2459245.46,6.5946181,2.884,9920,277.451,12.8742,1259.59,6345,3.89,2.12
293607057,CP,2459274.885,4.2889696,2.517,5850,646.761,10.6311,589.423,6736.9,3.76,2.61
445392860,PC,2459990.471,2.3696548,1.8925768,46129.4276,119.5549647,14.881,446.614,3986,4.57,0.697237
303385111,PC,2459382.69,3.429078,1.795,13770,185.229,13.0413,936.608,5654,3.91,1.85
123702439,APC,2459993.465,8.5334865,2.369,1756,130.53,10.1374,158.659,5997,4.45722,0.97
295312916,PC,2459383.064,5.6386197,2.621,5940,120.336,12.9123,697.681,5373,4.02,1.56
247180220,PC,2459385.804,0.7702101,0.857,29130,120.256,14.6594,343.755,3601,4.58,0.68
362111691,PC,2459381.726,4.8807474,3.148,11440,424.843,13.1812,1150.11,6356,4.08,1.7
360221713,PC,2459384.512,3.1062522,4.824,3680,1415.95,12.782,888.672,5369,3.75,2.13
277128619,CP,2459363.698,21.4921464,4.199,5960,22.7774,11.9545,329.304,5520,4.34,1.11
294295243,PC,2459371.589,8.7802662,2.45,2140,87.107,11.8014,639.661,6124,3.95,1.88
384709136,PC,2459387.912,4.8131406,4.932,5030,1074.75,12.7523,1058.39,6287,3.88,2.1
340624586,PC,2459381.134,13.3178839,4.344,3920,261.545,11.1281,,7295.5,,
76228620,PC,2459378.907,9.7800223,4.245,4340,187.783,11.2723,352.331,6113,4.25,1.33
33227166,PC,2459377.222,5.5846356,5.066,2220,624.784,10.8235,368.89,5698,3.84,1.99
134200185,CP,2458468.391,0.5481573,0.9424668,226.8573536,1463.115587,9.4022,47.3924,4590,4.50961,0.751825
179230828,PC,2459302.141,5.5422295,2.556,14910,271.918,12.6702,470.92,5483,,1.02
179230828,PC,2459285.96,15.3392841,2.933,12910,26.88,12.6702,470.92,5483,,1.02
95709395,PC,2459379.729,5.069043,4.185,8170,939.466,12.1641,632.346,6763,4.24,1.51
418471116,PC,2460070.613,3.7318818,3.231,10850,653.055,13.4479,847.863,6129,4.32,1.23
301900477,PC,2459388.446,4.4540914,1.16,9790,70.3253,11.8406,404.148,6188,4.41,1.13
384386062,PC,2459380.934,5.7626113,4.004,8710,692.871,13.0071,446.494,5470,4.45,0.97
282485660,CP,2459377.176,6.3084728,2.871,3690,174.188,11.13,207.891,5840,4.48,0.97
449107129,PC,2459386.203,4.254955,4.228,2370,5255.5,11.9055,1340.01,8653,3.85,2.88
424196109,CP,2459384.644,2.5432595,1.12,21300,23.828,13.6366,203.352,3757,4.61,0.66
150531994,PC,2459386.624,2.7702532,3.748,10790,840.782,12.9499,379.594,5183,4.43,0.94
463781038,PC,2459385.304,8.1755735,7.683,2870,4574.7,11.9032,1324.39,9169,3.73,3.44
134537478,KP,2459987.848,1.7100122,1.79,12680,826.113,10.3887,250.121,5720,4.16816,1.51
276735500,PC,2459376.397,6.7107895,1.377,29370,6.07437,14.6681,420.252,3980,4.57,0.7
418298773,PC,2460069.388,2.6060495,1.6531467,7607.398609,205.1810486,13.4962,288.015,4471,4.49,0.78826
245728942,PC,2459384.615,4.18438,2.146,3750,2440.51,11.4302,729.115,10708,4.36,1.82
287494667,PC,2460047.431,8.989491,1.43,2890,40.9859,12.7482,1224.74,6620,3.89,2.21
362032529,PC,2459388.138,3.4507193,3.498,2270,830.757,12.4073,677.476,5712,3.99,1.7
221656234,PC,2459384.648,2.4533968,3.425,8790,2024.13,12.491,637.121,6333,4.07,1.7
68322189,FP,2459385.76,1.2833689,2.592,20090,5124.73,12.5209,365.511,5442,4.4,1.01
302054555,PC,2459384.729,3.3677179,5.049,3070,1495.44,12.4698,872.49,5575.2,3.71,2.3
294691204,PC,2459380.064,6.5859565,1.553,1570,111.468,11.576,459.435,6353,4.24,1.41
420829332,PC,2459385.957,1.090295,1.895,5240,3593.4,12.6345,453.404,5479,4.31,1.14
172193428,APC,2458493.778,2.9412694,1.6223259,2421.369675,990.2921795,10.3773,215.387,5642,4.16735,1.21356
310266243,PC,2459387.588,5.3450209,5.64,3650,1370.06,13.3298,1440.15,6279,3.91,2.04
403405969,PC,2459384.238,12.975062,6.124,6210,266.841,13.2565,1041.69,6480.9,4.2,1.5
208772468,PC,2459385.707,2.244541,2.1,17150,465.777,13.1509,488.161,5455,4.39,1.03
213111428,PC,2459386.471,2.2749988,0.632,68800,4.17143,14.9582,119.693,3199,4.9,0.32
344130921,PC,2459368.639,14.7765802,4.996,4630,119.223,12.9267,829.942,6247,4.19,1.46
217838717,PC,2459384.454,2.8846592,2.783,12880,2563.35,12.3666,803.602,8219,4.44,1.42
161247580,PC,2459383.306,3.2813635,3.203,4740,1226.1,11.831,462.227,6622,,1.54
361711730,CP,2459387.004,10.2436729,2.999,9410,190.912,10.9097,204.429,5845.9,4.5,0.96
76894548,PC,2459388.664,3.9353218,3.169,8020,575.011,12.5587,929.659,5806,3.78,2.17
154400369,PC,2459384.066,3.8861815,2.565,5880,1616.52,12.1989,383.371,8615,4.49,1.39
186812530,CP,2460257.184,3.6773543,1.441,3949,786.44,9.19813,255.416,7887,4.28126,1.68
444290896,PC,2459381.764,4.4299239,4.671,5280,,12.3927,990.831,,,
46807139,PC,2459381.695,4.5314275,6.41,6062,242.998,13.302,3154.91,3605,,
283665218,PC,2459376.494,6.032661,4.689,6850,255.942,12.7954,732.552,5049.5,,
318180448,PC,2459389.29,5.4695364,1.274,1600,6.09736,11.7405,37.3076,3465,4.86,0.36
306990399,PC,2459377.129,8.7042937,2.726,2130,52.2984,12.0635,221.335,5160.9,4.61,0.77
401509690,PC,2459378.67,5.8009082,3.175,5130,171.882,12.5787,394.439,5406,4.37,1.05
406726743,PC,2459380.201,17.7481897,2.516,5210,11.794,12.5819,567.804,5393,4.06,1.51
263486257,PC,2460068.95,4.1245473,3.4302475,15857.51592,897.2680177,12.3155,605.313,6433,4.3,1.3291301
127115861,PC,2459384.822,0.9990876,1.27,4640,9983.53,11.9036,1087.44,9391,4.05,2.41
396649769,PC,2460070.345,2.1967461,3.749,3670,2106.93,13.4924,1079.8,5709,3.94,1.8
219164808,FP,2459358.89,1.6773063,2.352,3910,15535.1,9.6646,425.719,6915,4.17618,2.56
412828754,PC,2459385.934,3.3808424,3.135,4420,1136.54,12.9612,1145.04,6445,3.97,1.96
324609476,PC,2460097.676,0.733892,0.9663799,41803.84141,162.6122005,14.9276,195.854,3423,4.79,0.438708
282221346,PC,2459384.43,5.6316098,5.877,940,989.195,11.0384,489.651,5784,3.72,2.32
75522633,PC,2459384.33,3.8027513,3.148,26100,245.058,12.4337,279.685,5061,4.5,0.86
298946836,PC,2460072.097,5.5556615,4.494587,3308.302242,1246.902637,11.1072,487.432,5964,3.83,2.09656
297950791,PC,2459386.866,3.4792084,3.545,8320,940.992,13.3209,1024.34,6052,4.1,1.57
306512967,PC,2459970.104,11.1838046,5.302,3740,,13.069,737.214,,,
291857895,PC,2459379.298,7.3142625,3.367,18810,69.2385,12.6794,266.138,4881,4.47,0.86
323022088,APC,2459386.666,1.3583233,1.463,6790,812.252,13.115,610.636,5604,4.05,1.56
261020738,PC,2459384.734,2.9204289,2.679,10330,470.192,12.9072,478.128,5508,4.36,1.08
268644785,KP,2459299.865,3.3294649,4.0123108,10603.98639,1612.761812,10.6815,324.683,6003,4.16979,1.52238
282701278,PC,2459382.64,2.3064574,2.071,5650,1020.03,12.6487,693.064,6692,4.25,1.48
217933560,PC,2459379.848,3.5980715,2.842,15550,180.551,11.6451,213.538,4708,4.21,1.13
208151094,PC,2459381.491,4.0668104,2.988,19690,286.231,12.3562,384.47,5496,4.36,1.07
324426685,PC,2459372.593,9.8830331,3.432,15630,29.7162,12.6916,216.915,4456,4.46,0.82
401704685,PC,2460100.052,4.2100055,2.653,7990,427.599,12.7372,695.421,6160,4.2,1.42
407146538,FP,2460069.764,2.0915616,3.634,2560,10148.1,11.9139,439.874,5551,4.01,1.62
216925130,PC,2459381.819,7.6686232,4.794,2000,480.358,10.9531,397.322,6066,3.91,1.96
37291237,PC,2459385.83,1.1437772,1.501,1770,548.925,11.0837,347.227,4520,,2.85
277034534,PC,2460109.373,23.7123919,5.841,6160,181.582,10.9425,269.351,6130,,1.29
458027465,PC,2459370.259,8.7876771,2.935,20650,30.7909,11.8876,156.693,4676,4.54,0.77
274138511,FP,2458492.5,2.774207,2.393565,693.389889,444.231028,10.4215,267.292,5280,4.44454,0.945062
16264917,PC,2459373.111,1.2695326,2.229,13410,17833.5,13.4489,941.579,9561,4.68,1.18
214218272,PC,2459384.087,3.3645349,3.14,7010,978.355,12.9971,792.868,6443,4.3,1.34
294768072,PC,2459380.14,6.2244575,5.174,1570,639.699,11.8105,627.41,5692.8,3.81,2.08
173979859,PC,2459386.532,3.613799,3.323,9490,1276.89,12.6019,881.246,6955,4.25,1.54
407127579,PC,2460099.296,3.5108018,2.791,960,561.487,11.5939,433.55,5860,4.06,1.59
243244680,KP,2459575.852,19.4921473,3.568,1700,31.9085,9.66896,181.69,6128,4.23,1.36
56655478,PC,2460231.616,1.3454079,1.208,1226,3632.59,10.3418,402.304,7509.4,4.07,2
117275513,KP,2460276.929,4.6886342,2.651,1469,133.083,11.7421,201.856,4954,4.47,0.87
366631954,KP,2460277.078,4.7369669,2.58,1238,307.522,11.1704,154.83,5069.2,4.46,0.79
381360757,PC,2459519.107,8.8558739,6.144,280,599.445,9.63679,231.014,6332,3.99,1.87
348538431,PC,2459963.623,0.8994677,1.2066668,58768.35362,133.4667668,13.2304,110.884,3338,4.9469,0.505078
319968129,FP,2460285.33,6.216994,2.759,2060,699.959,10.3879,286.43,6304,4.16,1.54
307733361,KP,2460284.309,1.6739029,1.355,863,757.167,10.0121,188.959,6115.5,4.33,1.22
7059054,KP,2460255.017,5.185768,2.356,13002,126.877,12.244,169.398,4664.8,4.68,0.65
458686969,PC,2460282.515,3.1393667,3.957,11087,963.197,13.3042,910.734,5653.4,4.08,1.52
6893917,KP,2459502.395,3.0801795,3.4870958,8926.432346,3331.870708,9.02097,226.5,7511,4.21,1.70169
23113034,FP,2460256.342,1.7134571,1.433,355,4181.14,8.3482,246.968,8638,3.93,2.64
303432813,CP,2460250.881,23.4428912,4.392,1623,12.8373,9.9909,82.857,4794.4,4.47,0.85
87873211,PC,2460281.227,5.8879518,3.534,747,3105.54,9.51297,208.721,5641,3.85,1.97
303523128,PC,2460258.604,1.5110224,1.232,408,545.9,9.7119,53.579,4595,4.63,0.68
69672493,FP,2460257.097,1.4920726,1.594,907,654.339,9.642901,77.3109,5125,4.56,0.81
425206121,KP,2459222.79,4.6117328,4.065,11890,1460.67,9.654,300.276,7346,4.14208,1.67
